opportunity_id,account_name,account_id,segment,stage,amount_brl,close_date,owner_email,forecast_category,created_date,days_in_stage,hubspot_contact_id
OPP-2024741,polaris,ACC-1118,SMB,Negotiation,8459.21,2023-04-20,carlos@raptorsoft.com,Best Case,2024-07-14,97,HS-90588
OPP-2024742,RUSHFLOW,ACC-1110,SMB,prospecting,16458.18,2024-11-20,mariana@raptorsoft.com,commit,2024-11-20,103,HS-90685
OPP-2024743,Zentra,ACC-1112,Mid-Market,Proposal,59386.09,2024-06-04,mariana@raptorsoft.com,Commit,2023-10-07,3,
OPP-2024744,Grid Soft,ACC-1117,SMB,Negotiation,7541.14,2024-09-29,,Best Case,2024-08-26,2,HS-90287
OPP-2024745,GridSoft,ACC-1117,Enterprise,Discovery,200126.67,2024-10-20,pedro@raptorsoft.com,commit,2023-10-04,97,HS-90501
OPP-2024746,Orbit,,SMB,Negotiation ,13026.52,2025-01-28,,Omit,2024-06-03,13,
OPP-2024747,Innova Tech,ACC-1116,SMB,Closed Won,33954.71,2024-11-18,carlos@raptorsoft.com,best case,2023-08-16,113,HS-90064
OPP-2024748,Vértice Tech,ACC-1103,SMB,qualification,28955.39,2024-03-01,ana.lima@raptorsoft.com,Pipeline,2023-12-23,67,HS-90605
OPP-2024749,Polaris Tech,ACC-1118,Enterprise,Qualification,186235.03,2024-10-28,carlos@raptorsoft.com,Omit,2024-10-06,119,
OPP-2024750,RUSHFLOW,ACC-1110,Enterprise,Closed Lost,380107.83,2023-12-23,pedro@raptorsoft.com,Omit,2023-10-27,105,HS-90237
OPP-2024751,orbit digital,ACC-1104,SMB,Qualification,7924.88,2023-07-02,ana.lima@raptorsoft.com,Pipeline,2023-09-14,102,HS-90639
OPP-2024752,Sky Ops,ACC-1108,Mid-Market,Closed Won,111760.67,2023-10-07,joao@raptorsoft.com,Pipeline,2023-09-21,600,HS-90652
OPP-2024753,BETA SOLUTIONS,ACC-1101,SMB,Proposal,23866.1,2023-06-03,joao@raptorsoft.com,Commit,2023-10-09,65,HS-90087
OPP-2024754,Nexus Group,ACC-1102,Mid-Market,Discovery,39192.47,2025-01-03,,Pipeline,2024-10-31,56,HS-90002
OPP-2024755,GridSoft,ACC-1117,SMB,Prospecting,23056.17,2024-08-13,carlos@raptorsoft.com,Commit,2024-06-14,7,HS-90384
OPP-2024756,Mindbox,ACC-1111,SMB,Prospecting,13413.64,2024-12-08,pedro@raptorsoft.com,Pipeline,2024-10-24,9,
OPP-2024757,RushFlow,ACC-1110,Enterprise,Discovery,170978.03,2024-11-27,mariana@raptorsoft.com,Best Case,2023-07-06,25,
OPP-2024758,beta solutions,ACC-1101,Mid-Market,Closed Won,110339.42,2024-07-18,ana.lima@raptorsoft.com,Omit,2024-04-28,93,HS-90317
OPP-2024759,Fluxo Sistemas,ACC-1105,Mid-Market,Closed Lost,105795.88,2024-08-27,carlos@raptorsoft.com,best case,2023-08-11,88,
OPP-2024760,BETA SOLUTIONS,ACC-1101,SMB,Closed Lost,15171.03,2024-08-30,pedro@raptorsoft.com,Pipeline,2024-08-25,67,HS-90137
OPP-2024761,Innova Tech,ACC-1116,SMB,Prospecting,27367.84,2024-08-07,pedro@raptorsoft.com,commit,2024-06-13,91,
OPP-2024762,CORELOGIC,ACC-1114,Mid-Market,Closed Won,35799.64,2024-10-31,ana.lima@raptorsoft.com,Best Case,2024-10-20,42,HS-90035
OPP-2024763,BLUEPATH,ACC-1119,Enterprise,Proposal,284685.25,2025-01-20,ana.lima@raptorsoft.com,best case,2024-11-29,-5,HS-90114
OPP-2024764,Innova,ACC-1116,Mid-Market,Qualification,106420.01,2023-11-13,pedro@raptorsoft.com,Omit,2023-07-14,51,
OPP-2024765,Zentra,ACC-1112,Mid-Market,Prospecting,77640.26,2024-06-29,ana.lima@raptorsoft.com,best case,2024-04-19,65,
OPP-2024766,BETA SOLUTIONS,ACC-1101,SMB,Closed Won,30575.45,2023-09-19,carlos@raptorsoft.com,Pipeline,2023-08-07,120,
OPP-2024767,AMPLIA SOLUCOES,ACC-1113,SMB,Proposal,5628.91,2024-08-01,pedro@raptorsoft.com,Commit,2023-11-09,112,
OPP-2024768,polaris,ACC-1118,SMB,Closed Lost,36412.28,2024-03-29,mariana@raptorsoft.com,Pipeline,2023-12-27,72,HS-90537
OPP-2024769,Fluxo Sistemas Ltda,ACC-1105,Enterprise,Qualification,494058.76,2024-04-19,pedro@raptorsoft.com,Omit,2023-10-27,68,
OPP-2024770,CORELOGIC,ACC-1114,SMB,Proposal,5631.9,2024-12-09,ana.lima@raptorsoft.com,Commit,2024-07-14,92,
OPP-2024771,Mind Box,ACC-1111,Mid-Market,Closed Lost,134349.6,2024-12-28,pedro@raptorsoft.com,commit,2024-09-03,73,
OPP-2024772,rushflow,ACC-1110,SMB,Qualification,8792.42,2024-03-28,pedro@raptorsoft.com,Omit,2024-01-16,8,
OPP-2024773,Zentra,ACC-1112,Mid-Market,Prospecting,55908.82,2024-10-28,pedro@raptorsoft.com,Best Case,2024-08-31,84,HS-90574
OPP-2024774,Innova Tech,ACC-1116,Enterprise,Discovery,156982.51,2024-09-20,carlos@raptorsoft.com,Best Case,2023-07-04,19,
OPP-2024775,connectwave,ACC-1107,SMB,Closed Lost,24662.79,2024-12-07,carlos@raptorsoft.com,Best Case,2023-09-13,119,
OPP-2024776,RushFlow,ACC-1110,SMB,Closed Lost,26911.44,2025-01-13,pedro@raptorsoft.com,omit,2024-05-14,114,
OPP-2024777,Orbit,ACC-1104,SMB,Closed Lost,33824.62,2024-07-24,carlos@raptorsoft.com,pipeline,2024-01-14,53,HS-90596
OPP-2024778,ZENTRA,ACC-1112,Mid-Market,Closed Won,62414.58,2024-06-04,mariana@raptorsoft.com,Pipeline,2023-08-21,93,
OPP-2024779,Acme,ACC-1100,Mid-Market,Closed Won,76136.78,2025-01-31,joao@raptorsoft.com,commit,2024-11-15,26,HS-90135
OPP-2024780,DataPrime,ACC-1106,Mid-Market,Qualification,43045.59,2023-12-28,joao@raptorsoft.com,Best Case,2023-12-23,1,HS-90243
OPP-2024781,BLUEPATH,,SMB,Proposal,39175.16,2025-01-14,joao@raptorsoft.com,Commit,2024-10-21,22,
OPP-2024782,Acme Corp,ACC-1100,Mid-Market,Discovery,84208.64,2024-12-24,mariana@raptorsoft.com,Pipeline,2024-09-14,64,
OPP-2024783,Vertice,ACC-1103,SMB,Closed Lost,33956.3,2025-01-07,mariana@raptorsoft.com,Commit,2024-11-15,88,HS-90237
OPP-2024784,rushflow,ACC-1110,Enterprise,Negotiation,191563.32,2024-03-14,joao@raptorsoft.com,Omit,2023-12-29,90,HS-90414
OPP-2024785,innova,,Enterprise,Discovery,363564.22,2024-03-01,joao@raptorsoft.com,Commit,2023-07-16,87,HS-90343
OPP-2024786,Sky Ops,ACC-1108,SMB,Proposal,30637.14,2024-02-12,joao@raptorsoft.com,Omit,2024-03-28,69,HS-90638
OPP-2024787,Fluxo,ACC-1105,Mid-Market,Qualification,132104.7,2024-03-08,pedro@raptorsoft.com,Omit,2023-07-17,33,HS-90305
OPP-2024788,Data Prime,ACC-1106,Mid-Market,DISCOVERY,95483.09,2023-10-12,ana.lima@raptorsoft.com,best case,2023-09-06,52,HS-90787
OPP-2024789,Vertice Tech,ACC-1103,Enterprise,Discovery,387763.49,2024-12-03,ana.lima@raptorsoft.com,Omit,2024-10-05,74,HS-90157
OPP-2024790,Nexus Group,ACC-1102,Mid-Market,Proposal,107196.68,2024-08-08,carlos@raptorsoft.com,Best Case,2024-01-17,85,
OPP-2024791,Zentra,ACC-1112,Mid-Market,Prospecting,137972.01,2024-08-26,mariana@raptorsoft.com,Best Case,2023-08-09,51,
OPP-2024792,zentra,ACC-1112,Mid-Market,Closed Won,62310.3,2025-01-30,ana.lima@raptorsoft.com,Pipeline,2023-11-14,88,
OPP-2024793,BluePath,ACC-1119,Mid-Market,Proposal,78438.17,2024-08-11,pedro@raptorsoft.com,pipeline,2024-06-16,48,HS-90395
OPP-2024794,Mindbox,ACC-1111,SMB,Closed Lost,28803.61,2024-10-31,joao@raptorsoft.com,Pipeline,2024-05-24,77,
OPP-2024795,Orbit,ACC-1104,Mid-Market,Closed Lost,40584.87,2024-11-23,ana.lima@raptorsoft.com,Pipeline,2023-09-27,114,
OPP-2024796,TapFlow,ACC-1115,SMB,Negotiation ,14301.4,2024-07-14,ana.lima@raptorsoft.com,commit,2024-05-20,79,HS-90536
OPP-2024797,Beta Solutions,ACC-1101,Mid-Market,Closed Lost,45573.11,2025-01-23,carlos@raptorsoft.com,best case,2023-11-12,117,HS-90332
OPP-2024798,Mindbox,ACC-1111,SMB,Negotiation,15452.76,2024-11-15,carlos@raptorsoft.com,Commit,2024-10-03,55,
OPP-2024799,rushflow,ACC-1110,SMB,Prospecting,19983.75,2023-06-09,ana.lima@raptorsoft.com,Commit,2023-10-30,113,HS-90118
OPP-2024800,GridSoft,ACC-1117,SMB,Discovery,6182.63,2024-01-08,pedro@raptorsoft.com,Commit,2023-07-06,50,HS-90706
OPP-2024801,orbit digital,ACC-1104,SMB,Closed Won,27510.1,2024-11-05,joao@raptorsoft.com,Commit,2024-09-24,104,HS-90108
OPP-2024802,Vertice,ACC-1103,SMB,Negotiation,34440.85,2024-08-01,mariana@raptorsoft.com,Pipeline,2024-01-21,21,HS-90024
OPP-2024803,tapflow,ACC-1115,SMB,Closed Won,32542.3,2024-10-14,mariana@raptorsoft.com,Commit,2023-09-28,74,HS-90092
OPP-2024804,tapflow,ACC-1115,Mid-Market,Proposal,117546.75,2024-10-30,ana.lima@raptorsoft.com,Pipeline,2024-10-07,88,
OPP-2024805,Mindbox,,Mid-Market,Closed Lost,50705.26,2024-11-16,joao@raptorsoft.com,Omit,2024-01-07,103,
OPP-2024806,MINDBOX,ACC-1111,SMB,Discovery,29586.46,2024-03-31,joao@raptorsoft.com,Commit,2023-12-18,83,
OPP-2024807,POLARIS,ACC-1118,Mid-Market,Closed Lost,122991.71,2024-06-24,mariana@raptorsoft.com,best case,2024-03-24,8,HS-90539
OPP-2024808,CoreLogic,ACC-1114,SMB,Qualification,24540.93,2024-12-23,mariana@raptorsoft.com,commit,2024-05-30,93,HS-90038
OPP-2024809,Fluxo Sistemas Ltda,ACC-1105,Mid-Market,Negotiation,82604.39,2025-01-19,carlos@raptorsoft.com,Commit,2024-10-19,82,HS-90768
OPP-2024810,INNOVA,,SMB,Discovery,13270.06,2023-03-10,ana.lima@raptorsoft.com,Commit,2023-07-18,112,HS-90152
OPP-2024811,VERTICE TECH,ACC-1103,Enterprise,DISCOVERY,447142.78,2024-07-05,pedro@raptorsoft.com,Best Case,2024-06-21,61,HS-90623
OPP-2024812,Grupo Nexus,,SMB,Closed Won,12253.6,2024-07-24,joao@raptorsoft.com,pipeline,2023-12-02,52,HS-90632
OPP-2024813,SkyOps,ACC-1108,Mid-Market,Qualification,117561.71,2025-01-09,ana.lima@raptorsoft.com,Best Case,2024-09-21,113,
OPP-2024814,Tap Flow,ACC-1115,SMB,Negotiation ,28906.46,2023-10-05,ana.lima@raptorsoft.com,Commit,2023-10-01,49,HS-90375
OPP-2024815,Data Prime,ACC-1106,SMB,Closed Lost,27930.47,2024-08-24,joao@raptorsoft.com,Omit,2023-09-06,59,HS-90367
OPP-2024816,RushFlow,ACC-1110,SMB,Qualification,14077.5,2024-01-22,carlos@raptorsoft.com,Pipeline,2023-11-11,62,HS-90170
OPP-2024817,BETA SOLUTIONS,ACC-1101,Mid-Market,Proposal,79480.94,2024-06-23,carlos@raptorsoft.com,Pipeline,2023-09-26,21,HS-90727
OPP-2024818,Acme,ACC-1100,SMB,Negotiation,36678.37,2024-10-22,carlos@raptorsoft.com,Commit,2023-07-18,87,HS-90435
OPP-2024819,Polaris Tech,ACC-1118,SMB,Qualification,13788.48,2024-06-10,mariana@raptorsoft.com,pipeline,2023-10-17,13,HS-90092
OPP-2024820,SKYOPS,,SMB,closed-won,28456.81,2023-11-01,ana.lima@raptorsoft.com,Pipeline,2023-07-14,53,
OPP-2024821,Beta Solutions,ACC-1101,SMB,Discovery,38386.06,2024-06-17,ana.lima@raptorsoft.com,omit,2024-04-20,111,HS-90720
OPP-2024822,FLUXO SISTEMAS,ACC-1105,SMB,qualification,39991.56,2024-01-20,mariana@raptorsoft.com,Omit,2023-11-01,56,HS-90065
OPP-2024823,Innova Tech,ACC-1116,Mid-Market,DISCOVERY,81067.63,2023-03-11,mariana@raptorsoft.com,omit,2024-10-29,600,HS-90786
OPP-2024824,Beta Solutions,ACC-1101,Mid-Market,qualification,114927.47,2024-08-10,carlos@raptorsoft.com,Pipeline,2024-04-02,77,HS-90541
OPP-2024825,Zentra,ACC-1112,Mid-Market,Proposal,127639.84,2024-01-27,carlos@raptorsoft.com,omit,2024-01-20,63,HS-90178
OPP-2024826,Sky Ops,ACC-1108,SMB,Negotiation,8987.85,2024-09-04,,Omit,2024-04-22,60,HS-90553
OPP-2024827,Nexus Group,ACC-1102,SMB,Closed Won,5960.03,2024-09-14,pedro@raptorsoft.com,Pipeline,2023-12-10,77,HS-90150
OPP-2024828,BETA SOLUTIONS,ACC-1101,SMB,Closed Won,22627.73,2023-08-23,mariana@raptorsoft.com,Pipeline,2023-07-23,39,HS-90462
OPP-2024829,GRIDSOFT,ACC-1117,Mid-Market,Negotiation,74855.91,2024-03-26,mariana@raptorsoft.com,Commit,2024-02-24,61,HS-90389
OPP-2024830,Fluxo,ACC-1105,SMB,Qualification,22488.95,2024-09-02,mariana@raptorsoft.com,Best Case,2023-09-25,86,
OPP-2024831,MINDBOX,ACC-1111,SMB,Discovery,8095.29,2024-07-08,pedro@raptorsoft.com,commit,2023-10-29,43,HS-90471
OPP-2024832,GRIDSOFT,ACC-1117,Mid-Market,Qualification,102569.62,2025-01-14,pedro@raptorsoft.com,Best Case,2024-08-11,35,
OPP-2024833,MINDBOX,ACC-1111,SMB,Qualification,17445.0,2024-08-26,pedro@raptorsoft.com,Pipeline,2023-11-23,100,HS-90713
OPP-2024834,Zentra,ACC-1112,Enterprise,Discovery,310883.72,2023-12-22,ana.lima@raptorsoft.com,pipeline,2023-11-18,15,HS-90773
OPP-2024835,Zentra,ACC-1112,SMB,Closed Won,-13142.71,2024-04-30,carlos@raptorsoft.com,Pipeline,2024-01-26,13,HS-90368
OPP-2024836,FLUXO SISTEMAS,ACC-1105,SMB,Discovery,8407.65,2024-04-22,joao@raptorsoft.com,Omit,2023-11-26,95,HS-90129
OPP-2024837,mindbox,ACC-1111,Mid-Market,Negotiation,30342.19,2023-03-23,pedro@raptorsoft.com,Omit,2023-08-12,14,HS-90403
OPP-2024838,Polaris Tech,ACC-1118,Mid-Market,Closed Won,104225.41,2024-09-22,pedro@raptorsoft.com,Pipeline,2024-03-11,41,
OPP-2024839,mindbox,ACC-1111,SMB,Discovery,37506.19,2023-03-05,pedro@raptorsoft.com,Best Case,2024-11-01,72,HS-90254
OPP-2024840,Core Logic,ACC-1114,SMB,Discovery,6953.4,2025-01-10,pedro@raptorsoft.com,Best Case,2024-03-23,7,HS-90698
OPP-2024841,Tap Flow,ACC-1115,Mid-Market,Proposal,-124701.35,2024-12-06,mariana@raptorsoft.com,Commit,2024-09-18,750,
OPP-2024842,Rush Flow,ACC-1110,Mid-Market,Qualification,60970.63,2024-10-11,carlos@raptorsoft.com,Best Case,2024-09-08,7,
OPP-2024843,beta solutions,ACC-1101,Mid-Market,Qualification,48258.7,2025-01-01,mariana@raptorsoft.com,Omit,2024-09-08,18,
OPP-2024844,Fluxo,ACC-1105,Enterprise,Discovery,200480.42,2024-08-25,joao@raptorsoft.com,pipeline,2023-10-03,67,
OPP-2024845,GRIDSOFT,,SMB,Proposal,36404.29,2024-12-31,mariana@raptorsoft.com,Commit,2024-07-01,94,
OPP-2024846,corelogic,ACC-1114,Enterprise,Qualification,446559.35,2024-10-11,carlos@raptorsoft.com,Best Case,2024-06-15,23,HS-90711
OPP-2024847,RushFlow,ACC-1110,Enterprise,Closed Lost,370328.25,2024-09-21,carlos@raptorsoft.com,Commit,2024-07-05,112,
OPP-2024848,corelogic,ACC-1114,SMB,Closed Won,30670.39,2025-01-04,ana.lima@raptorsoft.com,Best Case,2024-11-15,4,
OPP-2024849,beta solutions,ACC-1101,Mid-Market,Closed Won,38072.59,2023-08-24,carlos@raptorsoft.com,best case,2023-07-13,65,
OPP-2024850,Orbit Digital,ACC-1104,SMB,Closed Lost,29500.16,2024-09-14,joao@raptorsoft.com,Commit,2023-08-06,45,HS-90686
OPP-2024851,FLUXO SISTEMAS,ACC-1105,SMB,Closed Lost,17657.11,2025-01-26,ana.lima@raptorsoft.com,commit,2024-02-01,16,HS-90524
OPP-2024852,gridsoft,ACC-1117,Mid-Market,Negotiation,136175.91,2024-11-25,ana.lima@raptorsoft.com,Commit,2024-09-08,14,
OPP-2024853,Acme Corp,ACC-1100,SMB,Closed Won,14372.99,2024-12-23,joao@raptorsoft.com,Best Case,2024-07-25,15,HS-90401
OPP-2024854,Vertice Tech,ACC-1103,Enterprise,Qualification,331229.63,2023-02-15,ana.lima@raptorsoft.com,best case,2024-02-01,3,
OPP-2024855,acme,ACC-1100,SMB,Closed Won,5392.14,2024-11-15,carlos@raptorsoft.com,Best Case,2024-11-04,84,
OPP-2024856,Polare Ltda,ACC-1109,SMB,Qualification,19303.38,2023-07-23,mariana@raptorsoft.com,Pipeline,2023-11-19,1,HS-90760
OPP-2024857,skyops,ACC-1108,SMB,Prop,39035.54,2023-08-03,carlos@raptorsoft.com,Omit,2023-07-21,91,HS-90001
OPP-2024858,RushFlow,ACC-1110,SMB,Closed Lost,6468.52,2024-07-09,ana.lima@raptorsoft.com,Best Case,2024-04-01,93,HS-90621
OPP-2024859,acme,ACC-1100,SMB,Negotiation,36419.71,2025-01-18,carlos@raptorsoft.com,Pipeline,2024-09-16,55,HS-90583
OPP-2024860,Connect Wave,ACC-1107,Mid-Market,prospecting,135741.54,2025-01-16,carlos@raptorsoft.com,Best Case,2024-02-28,71,HS-90142
OPP-2024861,Tap Flow,ACC-1115,SMB,Prospecting,20992.14,2024-10-15,joao@raptorsoft.com,Best Case,2024-05-17,103,HS-90094
OPP-2024862,mindbox,ACC-1111,Enterprise,Discovery,233706.97,2023-09-28,ana.lima@raptorsoft.com,Commit,2024-09-19,71,
OPP-2024863,Tap Flow,ACC-1115,SMB,Qualification,-17850.91,2024-02-13,carlos@raptorsoft.com,Best Case,2023-11-22,7,HS-90285
OPP-2024864,Polare Ltda,ACC-1109,SMB,Negotiation,36059.85,2024-08-18,mariana@raptorsoft.com,commit,2023-12-14,18,HS-90555
OPP-2024865,TapFlow,ACC-1115,SMB,DISCOVERY,38003.99,2024-11-19,mariana@raptorsoft.com,Pipeline,2024-11-05,14,
OPP-2024866,GridSoft,ACC-1117,Mid-Market,Closed Lost,128497.86,2024-10-11,,Omit,2024-02-18,62,HS-90587
OPP-2024867,mindbox,ACC-1111,SMB,Qualification,9929.72,2024-08-13,pedro@raptorsoft.com,Omit,2024-04-26,61,HS-90090
OPP-2024868,TAPFLOW,,Mid-Market,Proposal,94610.38,2023-09-22,pedro@raptorsoft.com,commit,2023-11-22,52,
OPP-2024869,GridSoft,ACC-1117,Mid-Market,Proposal,128862.77,2024-10-18,pedro@raptorsoft.com,Omit,2024-07-03,96,HS-90224
OPP-2024870,BluePath,ACC-1119,Enterprise,Qualification,191140.6,2025-01-04,carlos@raptorsoft.com,Best Case,2024-11-27,58,
OPP-2024871,ZENTRA,ACC-1112,SMB,Proposal,24759.99,2024-09-30,carlos@raptorsoft.com,omit,2024-07-07,86,HS-90102
OPP-2024872,bluepath,ACC-1119,Mid-Market,closed-won,69424.08,2025-01-13,mariana@raptorsoft.com,pipeline,2024-12-01,48,HS-90274
OPP-2024873,BETA SOLUTIONS,ACC-1101,SMB,Prospecting,11378.43,2024-06-30,joao@raptorsoft.com,omit,2023-07-01,15,HS-90355
OPP-2024874,Amplia,ACC-1113,Mid-Market,Proposal,33838.87,2024-03-29,mariana@raptorsoft.com,Best Case,2024-03-22,7,
OPP-2024875,orbit digital,ACC-1104,Mid-Market,Prop,111304.61,2023-09-18,ana.lima@raptorsoft.com,commit,2023-09-06,113,HS-90715
OPP-2024876,Fluxo Sistemas,,SMB,Closed Won,8282.83,2024-07-31,ana.lima@raptorsoft.com,Commit,2024-05-03,88,
OPP-2024877,Beta Solutions,ACC-1101,Enterprise,Negotiation ,429699.12,2025-01-23,joao@raptorsoft.com,Omit,2023-07-14,115,HS-90711
OPP-2024878,corelogic,ACC-1114,Enterprise,Negotiation,494620.18,2024-05-17,ana.lima@raptorsoft.com,Omit,2024-01-15,2,HS-90074
OPP-2024879,BLUEPATH,ACC-1119,SMB,Proposal,8701.88,2024-02-14,ana.lima@raptorsoft.com,Best Case,2023-11-11,110,HS-90032
OPP-2024880,zentra,ACC-1112,Enterprise,Discovery,322314.35,2024-05-02,joao@raptorsoft.com,Best Case,2023-08-17,51,
OPP-2024881,AMPLIA SOLUCOES,ACC-1113,Enterprise,Discovery,492808.62,2025-01-27,carlos@raptorsoft.com,omit,2024-10-10,6,HS-90183
OPP-2024882,GridSoft,ACC-1117,SMB,Discovery,-7720.82,2024-03-31,ana.lima@raptorsoft.com,commit,2024-07-13,97,HS-90717
OPP-2024883,Beta Solutions,ACC-1101,Mid-Market,Prospecting,124281.16,2024-01-10,joao@raptorsoft.com,Pipeline,2023-12-23,28,HS-90083
OPP-2024884,GridSoft,,Mid-Market,Closed Won,112887.83,2025-01-15,mariana@raptorsoft.com,Commit,2024-10-17,104,HS-90384
OPP-2024885,Vértice Tech,ACC-1103,Enterprise,Qualification,224396.7,2024-11-15,,omit,2024-11-03,23,HS-90640
OPP-2024886,Blue Path,ACC-1119,SMB,Prospecting,14709.85,2024-02-12,pedro@raptorsoft.com,commit,2023-12-07,26,
OPP-2024887,Acme,ACC-1100,SMB,Discovery,29355.75,2025-01-11,joao@raptorsoft.com,Best Case,2023-08-21,92,
OPP-2024888,Acme Corp,ACC-1100,SMB,Prospecting,33870.75,2024-08-30,pedro@raptorsoft.com,Commit,2024-01-18,69,
OPP-2024889,MINDBOX,ACC-1111,SMB,Proposal,35281.62,2025-01-15,joao@raptorsoft.com,Pipeline,2023-09-14,108,HS-90068
OPP-2024890,connectwave,ACC-1107,SMB,Closed Lost,37861.01,2024-04-16,mariana@raptorsoft.com,Commit,2023-09-22,117,
OPP-2024891,Vértice Tech,ACC-1103,Mid-Market,Discovery,64432.77,2024-03-17,carlos@raptorsoft.com,Omit,2024-08-07,25,
OPP-2024892,ZENTRA,ACC-1112,SMB,Qualification,18486.91,2024-03-26,carlos@raptorsoft.com,Omit,2024-01-11,72,HS-90103
OPP-2024893,Grid Soft,ACC-1117,Mid-Market,Negotiation,101294.23,2023-09-03,joao@raptorsoft.com,Commit,2023-08-10,74,
OPP-2024894,Orbit,ACC-1104,SMB,Proposal,11533.06,2024-08-07,joao@raptorsoft.com,Best Case,2024-04-14,31,HS-90541
OPP-2024895,ACME CORP,ACC-1100,Enterprise,Discovery,375931.58,2024-12-10,carlos@raptorsoft.com,Omit,2024-03-30,116,HS-90369
OPP-2024896,SKYOPS,ACC-1108,Mid-Market,Proposal,123230.49,2024-11-09,carlos@raptorsoft.com,best case,2024-04-03,3,HS-90633
OPP-2024897,Data Prime,ACC-1106,SMB,Qualification,25858.06,2024-09-23,joao@raptorsoft.com,best case,2024-06-14,36,HS-90602
OPP-2024898,Fluxo Sistemas,ACC-1105,SMB,Prospecting,38377.99,2024-07-07,carlos@raptorsoft.com,Pipeline,2024-04-18,28,
OPP-2024899,Tap Flow,ACC-1115,SMB,Prospecting,29019.05,2023-05-04,pedro@raptorsoft.com,Pipeline,2023-07-19,118,
OPP-2024900,bluepath,ACC-1119,SMB,Proposal,22692.01,2024-12-09,ana.lima@raptorsoft.com,Pipeline,2023-12-28,120,HS-90420
OPP-2024901,GridSoft,ACC-1117,Mid-Market,Proposal,81596.96,2024-05-22,joao@raptorsoft.com,Pipeline,2024-02-13,6,HS-90449
OPP-2024902,Beta Solutions Ltda,ACC-1101,Enterprise,Discovery,110126.9,2025-01-01,carlos@raptorsoft.com,best case,2024-07-11,109,
OPP-2024903,bluepath,ACC-1119,Mid-Market,Closed Lost,93490.39,2024-01-27,pedro@raptorsoft.com,omit,2023-11-04,91,
OPP-2024904,zentra,ACC-1112,Mid-Market,Closed Lost,74823.47,2025-01-31,mariana@raptorsoft.com,best case,2024-11-08,79,
OPP-2024905,CONNECTWAVE,ACC-1107,Mid-Market,Closed Lost,80787.22,2024-03-01,pedro@raptorsoft.com,Pipeline,2024-02-13,6,HS-90123
OPP-2024906,Innova,ACC-1116,Mid-Market,prospecting,48716.51,2024-10-30,mariana@raptorsoft.com,Best Case,2024-01-21,108,HS-90264
OPP-2024907,Polare,ACC-1109,SMB,Qualification,39288.73,2024-06-05,pedro@raptorsoft.com,Pipeline,2024-03-25,20,HS-90680
OPP-2024908,ZENTRA,ACC-1112,SMB,qualification,33736.85,2024-02-03,mariana@raptorsoft.com,Best Case,2024-06-27,32,
OPP-2024909,TapFlow,ACC-1115,SMB,Prospecting,16033.94,2025-01-26,ana.lima@raptorsoft.com,pipeline,2024-02-27,23,HS-90293
OPP-2024910,ORBIT DIGITAL,,Mid-Market,Closed Won,117659.71,2024-12-06,joao@raptorsoft.com,Pipeline,2024-10-27,55,HS-90579
OPP-2024911,AMPLIA SOLUCOES,ACC-1113,SMB,Prospecting,28468.38,2025-01-31,ana.lima@raptorsoft.com,Omit,2024-04-04,-1,HS-90445
OPP-2024912,Amplia,ACC-1113,SMB,Prospecting,28157.13,2024-12-21,pedro@raptorsoft.com,Omit,2024-11-20,69,HS-90579
OPP-2024913,polare,ACC-1109,SMB,Proposal,13096.35,2024-12-30,carlos@raptorsoft.com,Pipeline,2024-09-09,68,
OPP-2024914,Innova,ACC-1116,Enterprise,prospecting,223506.68,2025-01-29,,pipeline,2024-05-12,16,
OPP-2024915,Innova,ACC-1116,SMB,Negotiation,32983.93,2024-06-25,carlos@raptorsoft.com,Omit,2024-04-15,98,HS-90458
OPP-2024916,Polaris,ACC-1118,Enterprise,Proposal,376250.48,2024-12-12,carlos@raptorsoft.com,Pipeline,2023-09-30,29,HS-90395
OPP-2024917,Mindbox,ACC-1111,Mid-Market,closed-won,72971.21,2024-11-28,joao@raptorsoft.com,Commit,2024-10-18,45,HS-90423
OPP-2024918,SkyOps,ACC-1108,SMB,Closed Lost,15149.33,2024-10-13,carlos@raptorsoft.com,Omit,2023-09-19,56,HS-90299
OPP-2024919,dataprime,ACC-1106,SMB,Closed Lost,26419.53,2024-10-02,mariana@raptorsoft.com,Commit,2023-09-13,74,HS-90538
OPP-2024920,Innova Tech,ACC-1116,Mid-Market,Qualification,90060.51,2024-12-27,joao@raptorsoft.com,best case,2023-12-23,115,
OPP-2024921,GridSoft,ACC-1117,Mid-Market,Discovery,71729.72,2024-12-24,ana.lima@raptorsoft.com,Omit,2024-11-02,-5,HS-90580
OPP-2024922,dataprime,ACC-1106,Enterprise,Closed Won,156574.06,2024-05-29,mariana@raptorsoft.com,Pipeline,2023-11-29,51,
OPP-2024923,MINDBOX,ACC-1111,Mid-Market,Prospecting,126739.73,2024-11-02,ana.lima@raptorsoft.com,Commit,2024-10-25,42,HS-90228
OPP-2024924,MINDBOX,,SMB,Discovery,11667.28,2024-02-12,carlos@raptorsoft.com,Best Case,2024-01-26,53,HS-90237
OPP-2024925,corelogic,ACC-1114,SMB,Closed Lost,34091.83,2025-01-22,carlos@raptorsoft.com,Best Case,2024-08-09,75,
OPP-2024926,Amplia Soluções Ltda,ACC-1113,Mid-Market,Prospecting,34504.78,2024-07-06,ana.lima@raptorsoft.com,Commit,2024-04-18,72,
