telemetry_id,account_domain,week_start,active_users,sessions_total,feature_depth_score,automation_runs,api_calls,last_login_days_ago,plan_tier,customer_id_fk
TEL-00294,ampliasolucoes.com.br,2024-07-13,36,163,0.296,9,1953,11,Enterprise,
TEL-00295,bluepath.com.br,2024-11-23,4,16,0.371,177,126,23,Starter,CUST-0419
TEL-00296,corelogic.com.br,2024-11-30,37,286,0.354,212,,28,Enterprise,CUST-0414
TEL-00297,acmecorp.com.br,2024-01-06,54,372,0.104,346,468,4,Business,CUST-0400
TEL-00298,rushflow.com.br,2024-12-14,7,50,0.876,581,1792,28,Business,CUST-0410
TEL-00299,betasolutions.com.br,2024-07-13,46,249,0.351,395,,4,Enterprise,
TEL-00300,betasolutions.com.br,2024-08-24,28,91,0.711,131,1224,9,Enterprise,CUST-0401
TEL-00301,polare.com.br,2024-06-22,23,105,0.217,58,684,1,Starter,
TEL-00302,tapflow.com.br,2024-01-13,40,146,0.331,424,829,16,Enterprise,CUST-0415
TEL-00303,bluepath.com.br,2024-09-14,44,203,0.964,2,,26,GROWTH,
TEL-00304,zentra.com.br,2024-06-22,60,504,0.575,324,966,5,Growth,
TEL-00305,gruponexus.com.br,2024-02-24,19,79,0.403,72,1278,28,Business,CUST-0402
TEL-00306,verticetech.com.br,2024-09-21,2,17,0.57,517,366,30,Starter,CUST-0403
TEL-00307,zentra.com.br,2024-06-29,41,305,0.858,365,576,1,Starter,
TEL-00308,polare.com.br,2024-01-06,1,8,0.399,146,608,3,Growth,CUST-0409
TEL-00309,gruponexus.com.br,2024-12-14,58,362,0.223,143,1628,4,Starter,CUST-0402
TEL-00310,connectwave.com.br,2024-09-28,44,289,0.641,404,1320,22,Business,CUST-0407
TEL-00311,orbitdigital.com.br,2024-09-14,47,432,0.716,458,,23,enterprise plan,
TEL-00312,acmecorp.com.br,2024-06-08,10,92,0.59,447,,26,Starter,CUST-0400
TEL-00313,betasolutions.com.br,2024-08-10,40,178,1.342,374,791,9,growth,
TEL-00314,acmecorp.com.br,2024-06-29,16,138,0.383,301,1876,10,Growth,
TEL-00315,connectwave.com.br,2024-02-10,25,209,0.445,66,,8,Business,CUST-0407
TEL-00316,innova.com.br,2024-02-17,24,199,0.182,123,279,9,Business,CUST-0416
TEL-00317,bluepath.com.br,2024-06-22,31,158,0.598,92,114,18,Growth,CUST-0419
TEL-00318,rushflow.com.br,2024-10-12,40,381,0.707,350,1743,23,Enterprise,CUST-0410
TEL-00319,zentra.com.br,2024-03-09,48,246,0.337,52,923,7,Business,
TEL-00320,rushflow.com.br,2024-09-28,44,170,0.491,240,599,2,Business,
TEL-00321,verticetech.com.br,2024-04-20,44,149,0.949,283,1884,22,Growth,
TEL-00322,fluxosistemas.com.br,2024-02-17,46,144,0.249,562,1947,20,Growth,CUST-0405
TEL-00323,betasolutions.com.br,2024-08-10,51,373,0.444,113,16,26,Starter,CUST-0401
TEL-00324,rushflow.com.br,2024-06-01,46,408,0.921,454,604,18,Growth Plan,
TEL-00325,skyops.com.br,2024-09-07,46,402,0.97,43,1659,1,BUSINESS,
TEL-00326,skyops.com.br,2024-06-29,25,206,0.901,123,884,29,Enterprise,CUST-0408
TEL-00327,zentra.com.br,2024-01-13,16,78,0.248,589,,3,enterprise plan,CUST-0412
TEL-00328,zentra.com.br,2024-11-02,14,121,0.577,238,1939,2,Business,CUST-0412
TEL-00329,betasolutions.com.br,2024-11-30,13,123,1.027,411,,16,Business,CUST-0401
TEL-00330,zentra.com.br,2024-08-03,20,119,0.414,79,,5,Starter,CUST-0412
TEL-00331,fluxosistemas.com.br,2024-12-14,32,224,0.507,595,1338,27,Growth,CUST-0405
TEL-00332,zentra.com.br,2024-09-28,38,302,0.756,546,,5,Starter,CUST-0412
TEL-00333,polaris.com.br,2024-06-29,9,37,1.335,393,,0,Enterprise,
TEL-00334,gruponexus.com.br,2024-06-15,4,20,0.363,271,836,16,Enterprise,
TEL-00335,tapflow.com.br,2024-05-18,48,453,0.17,377,,8,Enterprise,CUST-0415
TEL-00336,skyops.com.br,2024-10-19,56,399,0.543,522,1704,8,Growth,CUST-0408
TEL-00337,polaris.com.br,2024-10-05,34,180,0.227,35,,20,Growth,CUST-0418
TEL-00338,polare.com.br,2024-02-17,21,64,0.236,208,170,19,Growth,CUST-0409
TEL-00339,orbitdigital.com.br,2024-06-22,56,505,0.129,554,332,21,Starter,
TEL-00340,zentra.com.br,2024-12-28,60,467,0.664,254,1675,10,GROWTH,CUST-0412
TEL-00341,bluepath.com.br,2024-07-06,52,310,0.82,790,1447,12,Growth,CUST-0419
TEL-00342,connectwave.com.br,2024-05-04,40,334,0.943,138,256,30,starter,CUST-0407
TEL-00343,verticetech.com.br,2024-06-01,29,210,0.855,47,1466,30,starter,
TEL-00344,bluepath.com.br,2024-03-23,59,554,0.884,293,740,27,BUSINESS,CUST-0419
TEL-00345,bluepath.com.br,2024-08-03,13,92,0.188,77,192,16,starter,CUST-0419
TEL-00346,verticetech.com.br,2024-06-29,50,365,0.933,70,532,0,Growth,
TEL-00347,gridsoft.com.br,2024-08-10,80,461,0.867,751,1750,30,Starter,CUST-0417
TEL-00348,polaris.com.br,2024-04-13,8,49,0.744,247,1893,24,Starter,CUST-0418
TEL-00349,connectwave.com.br,2024-10-19,13,47,0.14,96,1742,27,Starter,
TEL-00350,gruponexus.com.br,2024-08-31,25,218,0.602,138,482,3,Starter,CUST-0402
TEL-00351,fluxosistemas.com.br,2024-02-03,47,202,0.135,362,548,30,Business,CUST-0405
TEL-00352,rushflow.com.br,2024-11-02,55,532,0.64,153,520,-1,Business,
TEL-00353,dataprime.com.br,2024-01-27,51,389,0.189,542,1006,2,Enterprise,CUST-0406
TEL-00354,innova.com.br,2024-07-06,39,120,0.574,271,1220,11,Business,CUST-0416
TEL-00355,gridsoft.com.br,2024-06-22,34,210,1.299,235,625,30,Business,
TEL-00356,verticetech.com.br,2025-01-18,57,381,0.202,588,1192,21,Starter,CUST-0403
TEL-00357,betasolutions.com.br,2024-03-30,21,76,0.383,527,1365,10,Business,CUST-0401
TEL-00358,betasolutions.com.br,2025-01-11,4,24,0.889,467,,28,Starter,CUST-0401
TEL-00359,polare.com.br,2024-03-30,20,145,0.898,528,1602,11,Enterprise,
TEL-00360,skyops.com.br,2024-11-16,8,75,0.229,419,439,5,Business,
TEL-00361,innova.com.br,2024-03-30,19,74,0.378,377,653,13,growth,CUST-0416
TEL-00362,ampliasolucoes.com.br,2024-05-04,46,261,0.93,422,1361,26,starter,
TEL-00363,orbitdigital.com.br,2024-08-24,22,210,0.742,272,499,30,Starter,CUST-0404
TEL-00364,skyops.com.br,2024-05-04,76,580,0.689,755,380,-3,Enterprise,
TEL-00365,polaris.com.br,2024-01-13,24,110,0.561,557,1139,11,Starter,CUST-0418
TEL-00366,verticetech.com.br,2024-02-10,22,85,0.189,497,1311,27,Growth,
TEL-00367,gruponexus.com.br,2024-10-05,36,358,0.671,111,411,16,Starter,CUST-0402
TEL-00368,mindbox.com.br,2024-10-26,28,236,0.945,284,159,5,Business,
TEL-00369,skyops.com.br,2024-11-09,3,17,0.749,460,1154,19,GROWTH,CUST-0408
TEL-00370,mindbox.com.br,2024-10-12,1,6,0.689,492,1883,11,Growth,CUST-0411
TEL-00371,skyops.com.br,2024-06-08,53,467,1.174,15,474,0,Business,CUST-0408
TEL-00372,skyops.com.br,2024-04-13,16,66,0.869,342,1229,8,Enterprise,CUST-0408
TEL-00373,fluxosistemas.com.br,2024-07-13,25,183,0.681,260,1717,27,Business,CUST-0405
TEL-00374,corelogic.com.br,2024-04-13,4,30,0.862,572,822,17,Starter,CUST-0414
TEL-00375,mindbox.com.br,2024-05-25,22,136,1.277,71,1374,14,Business,CUST-0411
TEL-00376,acmecorp.com.br,2024-11-09,26,155,0.224,239,374,2,starter,CUST-0400
TEL-00377,betasolutions.com.br,2024-02-24,37,135,0.367,404,367,4,Enterprise,CUST-0401
TEL-00378,tapflow.com.br,2024-06-15,33,215,0.427,273,163,9,growth,
TEL-00379,dataprime.com.br,2024-04-27,36,128,0.804,559,211,10,enterprise plan,CUST-0406
TEL-00380,polaris.com.br,2024-11-02,58,257,0.874,52,1173,11,enterprise plan,CUST-0418
TEL-00381,dataprime.com.br,2025-01-04,28,278,0.213,91,,28,growth,
TEL-00382,orbitdigital.com.br,2024-12-14,14,42,0.198,252,1719,20,Growth,CUST-0404
TEL-00383,ampliasolucoes.com.br,2024-10-19,77,648,0.47,242,531,15,Business,CUST-0413
TEL-00384,betasolutions.com.br,2024-04-06,51,436,0.834,581,1832,22,Enterprise,
TEL-00385,innova.com.br,2024-02-24,0,0,0.284,62,528,8,Enterprise,
TEL-00386,polaris.com.br,2024-03-30,28,252,0.864,544,1189,29,Enterprise,CUST-0418
TEL-00387,dataprime.com.br,2024-02-03,26,97,0.137,100,1758,24,Enterprise,
TEL-00388,acmecorp.com.br,2024-09-28,3,27,0.908,37,1941,18,BUSINESS,CUST-0400
TEL-00389,acmecorp.com.br,2024-07-20,44,369,0.954,513,,24,Business,
TEL-00390,rushflow.com.br,2024-01-13,4,27,0.112,491,,3,Business,CUST-0410
TEL-00391,verticetech.com.br,2024-04-27,34,306,1.088,581,346,22,Growth,
TEL-00392,connectwave.com.br,2024-03-23,3,15,0.88,2,139,16,GROWTH,CUST-0407
TEL-00393,dataprime.com.br,2024-11-09,4,29,0.306,238,1518,16,Starter,
TEL-00394,polare.com.br,2024-01-27,37,360,0.321,341,11,21,BUSINESS,
TEL-00395,verticetech.com.br,2024-07-20,7,45,0.216,373,872,21,Business,
TEL-00396,rushflow.com.br,2024-03-30,57,314,0.31,318,1423,7,enterprise plan,CUST-0410
TEL-00397,connectwave.com.br,2024-06-01,43,168,0.323,336,1137,3,Enterprise,CUST-0407
TEL-00398,gridsoft.com.br,2025-01-04,18,131,0.531,519,902,6,Enterprise,
TEL-00399,ampliasolucoes.com.br,2024-05-11,50,362,0.404,225,,9,Starter,CUST-0413
TEL-00400,skyops.com.br,2024-07-27,50,496,0.293,266,1255,13,Enterprise,
TEL-00401,verticetech.com.br,2024-03-23,56,414,0.754,303,704,20,Growth,
TEL-00402,rushflow.com.br,2024-10-19,24,100,0.589,246,1708,5,Enterprise,CUST-0410
TEL-00403,bluepath.com.br,2024-09-14,12,84,0.383,421,226,14,Starter,CUST-0419
TEL-00404,dataprime.com.br,2024-10-19,29,145,0.493,345,2,27,Starter,CUST-0406
TEL-00405,bluepath.com.br,2024-12-14,24,172,0.415,463,710,8,Starter,CUST-0419
TEL-00406,tapflow.com.br,2024-11-02,50,499,0.41,266,787,3,Growth,CUST-0415
TEL-00407,skyops.com.br,2024-01-27,68,714,0.912,235,2662,6,Growth Plan,
TEL-00408,connectwave.com.br,2024-08-03,35,163,0.269,548,1623,30,enterprise plan,
TEL-00409,orbitdigital.com.br,2024-03-09,51,331,0.737,135,142,29,Business,CUST-0404
TEL-00410,skyops.com.br,2024-12-07,37,236,0.103,288,1664,3,Growth,
TEL-00411,rushflow.com.br,2024-09-14,7,37,0.281,217,1224,20,Enterprise,CUST-0410
TEL-00412,bluepath.com.br,2024-03-16,37,148,0.327,595,1041,21,GROWTH,
TEL-00413,skyops.com.br,2024-09-14,7,39,0.661,565,1515,19,growth,CUST-0408
TEL-00414,gridsoft.com.br,2024-06-29,73,827,0.626,633,1517,20,Starter,
TEL-00415,tapflow.com.br,2024-07-06,56,442,0.37,151,408,19,Business,
TEL-00416,betasolutions.com.br,2024-01-27,39,387,1.146,355,1442,3,Business,
TEL-00417,connectwave.com.br,2024-07-13,65,340,0.349,607,,16,Business,CUST-0407
TEL-00418,dataprime.com.br,2024-03-09,70,625,0.803,292,,21,Business,
TEL-00419,polaris.com.br,2024-03-23,26,246,0.577,451,598,28,Enterprise,CUST-0418
TEL-00420,acmecorp.com.br,2024-04-27,5,40,0.218,403,702,27,Growth,
TEL-00421,skyops.com.br,2024-05-11,14,59,0.961,271,452,13,GROWTH,
TEL-00422,corelogic.com.br,2024-04-27,9,43,0.771,198,347,10,Starter,
TEL-00423,dataprime.com.br,2024-11-30,46,458,1.272,238,,11,Starter,CUST-0406
TEL-00424,dataprime.com.br,2024-09-14,59,199,0.133,521,1288,21,Starter,CUST-0406
TEL-00425,zentra.com.br,2024-06-08,1,4,0.905,116,1586,6,Starter,
TEL-00426,verticetech.com.br,2024-11-16,58,277,0.282,183,1402,1,Enterprise,CUST-0403
TEL-00427,bluepath.com.br,2024-11-23,28,147,0.368,99,332,29,Starter,
TEL-00428,polaris.com.br,2024-03-02,34,222,0.472,591,,9,Business,CUST-0418
TEL-00429,bluepath.com.br,2025-01-04,39,183,0.973,537,648,2,Business,CUST-0419
TEL-00430,ampliasolucoes.com.br,2024-01-13,38,356,0.367,206,809,-3,Growth,CUST-0413
TEL-00431,rushflow.com.br,2024-11-02,15,45,0.834,306,1523,23,BUSINESS,CUST-0410
TEL-00432,fluxosistemas.com.br,2024-08-03,38,328,0.95,523,332,29,Enterprise,
TEL-00433,fluxosistemas.com.br,2024-09-28,48,474,0.184,241,1726,1,growth,CUST-0405
TEL-00434,dataprime.com.br,2024-11-23,35,121,0.484,83,1139,11,Enterprise,CUST-0406
TEL-00435,dataprime.com.br,2024-02-10,55,231,0.977,4,5,24,Growth,CUST-0406
TEL-00436,betasolutions.com.br,2024-04-06,46,384,0.24,231,17,17,starter,
TEL-00437,corelogic.com.br,2024-02-03,12,99,0.694,413,1363,10,Growth,
TEL-00438,fluxosistemas.com.br,2024-09-14,17,91,0.17,548,397,4,Business,
TEL-00439,innova.com.br,2024-05-18,57,476,0.245,416,1149,12,enterprise plan,CUST-0416
TEL-00440,rushflow.com.br,2024-04-13,16,64,0.21,465,411,15,Enterprise,CUST-0410
TEL-00441,gridsoft.com.br,2024-11-16,32,139,0.951,38,1683,20,Enterprise,CUST-0417
TEL-00442,corelogic.com.br,2024-03-09,44,360,0.717,212,,13,Enterprise,
TEL-00443,skyops.com.br,2024-06-15,55,394,0.544,294,,0,Starter,
TEL-00444,fluxosistemas.com.br,2025-01-04,38,236,0.83,433,830,21,enterprise plan,CUST-0405
TEL-00445,fluxosistemas.com.br,2024-03-16,47,246,0.228,221,972,10,BUSINESS,
TEL-00446,fluxosistemas.com.br,2024-10-19,26,259,0.161,179,1626,3,Growth,CUST-0405
TEL-00447,verticetech.com.br,2024-08-17,15,82,0.419,493,1832,4,Starter,
TEL-00448,fluxosistemas.com.br,2024-09-28,43,150,0.576,102,1886,4,Growth Plan,CUST-0405
TEL-00449,fluxosistemas.com.br,2024-11-30,16,105,0.534,780,2681,25,Enterprise,CUST-0405
TEL-00450,polare.com.br,2024-12-07,60,398,0.115,239,1958,14,Starter,CUST-0409
TEL-00451,innova.com.br,2024-03-30,28,271,0.271,39,336,1,Enterprise,CUST-0416
TEL-00452,bluepath.com.br,2024-07-27,56,548,0.704,120,2,16,Starter,
TEL-00453,connectwave.com.br,2024-11-16,27,127,0.245,157,736,22,Starter,CUST-0407
TEL-00454,ampliasolucoes.com.br,2025-01-11,29,91,0.699,550,639,7,growth,
TEL-00455,skyops.com.br,2024-06-01,52,231,0.547,512,1659,2,starter,
TEL-00456,polaris.com.br,2024-06-15,55,293,0.971,20,925,15,Business,CUST-0418
TEL-00457,betasolutions.com.br,2024-12-14,45,177,0.686,403,1519,3,GROWTH,CUST-0401
TEL-00458,corelogic.com.br,2024-11-09,18,125,0.636,113,1814,14,Starter,
TEL-00459,polare.com.br,2025-01-18,33,121,0.733,109,342,8,Business,CUST-0409
TEL-00460,skyops.com.br,2024-06-29,30,202,0.433,246,1433,19,Growth,CUST-0408
TEL-00461,fluxosistemas.com.br,2024-11-30,8,59,0.414,47,1241,4,Business,CUST-0405
TEL-00462,bluepath.com.br,2024-02-10,48,224,0.412,456,,1,Starter,
TEL-00463,skyops.com.br,2024-10-05,25,187,0.301,311,819,1,Enterprise,
TEL-00464,ampliasolucoes.com.br,2024-08-17,41,337,0.272,319,1389,24,Enterprise,CUST-0413
TEL-00465,zentra.com.br,2024-12-07,5,36,0.856,44,1427,30,Business,CUST-0412
TEL-00466,ampliasolucoes.com.br,2024-06-08,57,343,0.804,265,996,12,BUSINESS,CUST-0413
TEL-00467,polare.com.br,2024-01-20,28,224,0.366,208,1535,21,Enterprise,CUST-0409
TEL-00468,mindbox.com.br,2024-08-10,16,153,0.889,54,1012,3,Growth,CUST-0411
TEL-00469,gruponexus.com.br,2024-08-31,28,164,0.987,104,583,13,Starter,CUST-0402
TEL-00470,tapflow.com.br,2024-08-31,57,351,0.386,257,,22,Starter,CUST-0415
TEL-00471,gruponexus.com.br,2024-12-28,2,13,0.88,455,1431,18,Business,
TEL-00472,verticetech.com.br,2024-06-22,51,432,0.901,496,984,29,Growth,CUST-0403
TEL-00473,verticetech.com.br,2024-11-30,55,232,0.391,198,295,1,Enterprise,
TEL-00474,gridsoft.com.br,2024-11-02,41,236,0.739,100,1787,14,Growth,CUST-0417
TEL-00475,betasolutions.com.br,2024-12-28,7,53,0.106,512,1884,10,starter,CUST-0401
TEL-00476,rushflow.com.br,2024-03-23,26,97,0.134,458,420,17,Business,CUST-0410
TEL-00477,orbitdigital.com.br,2024-02-17,46,200,0.245,260,1151,27,Starter,CUST-0404
TEL-00478,tapflow.com.br,2024-02-17,28,131,0.308,31,1849,14,Business,
TEL-00479,tapflow.com.br,2024-06-15,56,272,0.849,208,,28,Business,
TEL-00480,orbitdigital.com.br,2024-11-02,16,143,0.657,487,708,1,Business,
TEL-00481,skyops.com.br,2024-07-13,52,219,1.028,527,,8,Business,
TEL-00482,rushflow.com.br,2024-04-27,40,180,0.718,555,260,25,Growth,CUST-0410
TEL-00483,connectwave.com.br,2024-04-13,0,0,0.48,30,114,17,Business,CUST-0407
TEL-00484,mindbox.com.br,2024-04-27,2,16,0.373,177,828,14,Business,
TEL-00485,tapflow.com.br,2024-02-10,52,216,1.246,546,874,12,Business,CUST-0415
TEL-00486,mindbox.com.br,2024-05-11,44,343,0.394,586,1806,10,Enterprise,CUST-0411
TEL-00487,innova.com.br,2024-04-13,28,176,0.485,366,1876,28,growth,
TEL-00488,orbitdigital.com.br,2024-08-03,12,44,0.579,595,,12,Enterprise,
TEL-00489,verticetech.com.br,2025-01-11,33,184,0.954,302,,19,growth,CUST-0403
TEL-00490,tapflow.com.br,2024-06-22,30,293,0.896,511,20,10,Starter,
TEL-00491,orbitdigital.com.br,2024-06-22,21,171,0.535,459,1305,3,Growth,
TEL-00492,skyops.com.br,2024-04-27,32,309,0.929,172,1842,4,Starter,
TEL-00493,dataprime.com.br,2024-06-29,49,464,1.044,351,1652,16,enterprise plan,CUST-0406
TEL-00494,tapflow.com.br,2024-03-16,26,219,0.755,204,,25,Starter,
TEL-00495,ampliasolucoes.com.br,2024-12-21,19,126,0.256,238,251,9,Business,
TEL-00496,gridsoft.com.br,2024-11-30,37,259,0.195,21,1528,7,Enterprise,
TEL-00497,tapflow.com.br,2024-01-27,21,103,1.314,476,1147,4,Starter,CUST-0415
TEL-00498,orbitdigital.com.br,2024-02-03,45,149,0.236,48,1389,1,Enterprise,CUST-0404
TEL-00499,polaris.com.br,2024-12-28,59,552,0.301,318,310,2,Enterprise,CUST-0418
TEL-00500,verticetech.com.br,2024-08-24,27,222,0.656,17,979,0,BUSINESS,CUST-0403
TEL-00501,dataprime.com.br,2024-11-30,10,72,0.888,120,1573,20,Business,CUST-0406
TEL-00502,innova.com.br,2024-04-20,24,162,0.878,193,307,29,Enterprise,
TEL-00503,polaris.com.br,2024-05-11,28,144,0.636,340,597,30,Enterprise,
TEL-00504,skyops.com.br,2024-10-26,42,278,0.623,180,,17,Business,CUST-0408
TEL-00505,betasolutions.com.br,2024-02-03,43,295,0.168,545,48,12,Business,
TEL-00506,innova.com.br,2024-12-21,54,481,0.928,255,241,8,Business,
TEL-00507,skyops.com.br,2024-10-05,49,375,0.943,510,1364,1,Business,CUST-0408
TEL-00508,rushflow.com.br,2025-01-18,59,373,0.52,392,,26,Enterprise,
TEL-00509,innova.com.br,2025-01-04,47,156,0.521,278,384,1,Business,CUST-0416
TEL-00510,gridsoft.com.br,2024-11-30,8,25,0.297,370,,25,Starter,CUST-0417
TEL-00511,innova.com.br,2024-06-29,51,399,0.372,205,453,21,Business,CUST-0416
TEL-00512,verticetech.com.br,2025-01-04,35,223,0.78,491,1810,29,Business,CUST-0403
TEL-00513,ampliasolucoes.com.br,2024-01-13,58,359,0.341,138,472,6,Growth,CUST-0413
TEL-00514,rushflow.com.br,2024-04-06,7,56,0.902,415,620,21,Enterprise,CUST-0410
TEL-00515,fluxosistemas.com.br,2024-12-21,8,40,0.96,128,31,10,Business,CUST-0405
TEL-00516,polare.com.br,2024-07-27,18,142,0.781,382,212,28,Enterprise,CUST-0409
TEL-00517,tapflow.com.br,2024-11-16,38,191,0.727,511,1619,8,Starter,CUST-0415
TEL-00518,betasolutions.com.br,2024-06-01,31,169,0.464,110,1590,30,Growth Plan,
TEL-00519,ampliasolucoes.com.br,2024-03-23,18,147,0.513,69,470,8,Growth,
TEL-00520,gruponexus.com.br,2024-11-16,28,92,0.984,579,1004,1,Business,
TEL-00521,ampliasolucoes.com.br,2024-01-27,48,302,0.724,405,1390,6,Enterprise,CUST-0413
TEL-00522,verticetech.com.br,2024-07-27,7,28,0.726,168,1827,12,Growth,
TEL-00523,gridsoft.com.br,2024-03-02,43,242,0.176,481,,22,Starter,CUST-0417
TEL-00524,acmecorp.com.br,2024-04-13,58,235,0.396,69,1859,15,Enterprise,
TEL-00525,polaris.com.br,2024-09-28,2,8,0.423,90,1195,11,Growth,CUST-0418
TEL-00526,zentra.com.br,2025-01-25,5,32,0.334,247,1069,5,Starter,CUST-0412
TEL-00527,verticetech.com.br,2024-04-27,40,163,0.14,173,90,14,Enterprise,
TEL-00528,skyops.com.br,2024-02-17,33,109,0.173,128,,19,starter,CUST-0408
TEL-00529,dataprime.com.br,2024-07-20,11,72,0.796,449,824,2,Business,CUST-0406
TEL-00530,ampliasolucoes.com.br,2024-09-07,0,4,0.323,274,2957,25,Business,CUST-0413
TEL-00531,bluepath.com.br,2024-04-06,12,76,0.984,479,,14,Enterprise,
TEL-00532,polaris.com.br,2024-03-23,31,280,0.979,197,1004,10,BUSINESS,CUST-0418
TEL-00533,rushflow.com.br,2025-01-25,34,326,0.171,413,151,0,enterprise plan,CUST-0410
TEL-00534,rushflow.com.br,2024-04-13,12,86,0.862,279,1692,17,Enterprise,
TEL-00535,polare.com.br,2025-01-25,15,128,0.418,187,218,12,Growth,CUST-0409
TEL-00536,ampliasolucoes.com.br,2024-02-10,13,127,0.8,467,1988,3,Starter,CUST-0413
TEL-00537,polare.com.br,2024-10-19,60,240,0.633,290,194,12,GROWTH,CUST-0409
TEL-00538,ampliasolucoes.com.br,2025-01-18,30,161,0.448,433,1367,23,Business,CUST-0413
TEL-00539,mindbox.com.br,2024-07-20,45,316,0.568,300,,17,Business,CUST-0411
TEL-00540,zentra.com.br,2024-03-23,18,152,0.107,303,1018,30,Starter,
TEL-00541,skyops.com.br,2024-06-29,54,470,0.757,236,1297,2,Enterprise,
TEL-00542,rushflow.com.br,2024-08-24,79,466,0.847,514,2687,3,Enterprise,CUST-0410
TEL-00543,gruponexus.com.br,2024-08-31,51,153,0.251,79,30,3,BUSINESS,
TEL-00544,orbitdigital.com.br,2024-04-27,59,421,0.48,59,,21,growth,CUST-0404
TEL-00545,verticetech.com.br,2024-07-06,27,267,0.364,93,1414,11,Starter,
TEL-00546,betasolutions.com.br,2024-08-24,68,446,0.823,87,1215,30,Business,CUST-0401
TEL-00547,polaris.com.br,2024-07-27,14,125,0.903,470,1461,19,growth,
TEL-00548,dataprime.com.br,2024-11-30,26,121,0.795,202,1757,19,Enterprise,
TEL-00549,corelogic.com.br,2024-10-12,18,126,0.245,452,,19,Starter,CUST-0414
TEL-00550,zentra.com.br,2025-01-11,40,468,0.182,41,2851,18,enterprise plan,
TEL-00551,connectwave.com.br,2024-11-02,38,197,0.607,510,346,22,Growth,
TEL-00552,zentra.com.br,2025-01-18,2,15,0.612,161,376,13,Business,CUST-0412
TEL-00553,rushflow.com.br,2025-01-25,28,230,0.942,324,,26,GROWTH,CUST-0410
TEL-00554,mindbox.com.br,2024-03-09,2,16,0.545,262,1525,8,Starter,CUST-0411
TEL-00555,verticetech.com.br,2024-08-24,13,85,0.589,361,835,1,Business,CUST-0403
TEL-00556,zentra.com.br,2024-09-28,22,213,0.25,598,1608,-3,Enterprise,
TEL-00557,polaris.com.br,2024-03-16,13,44,0.935,244,1353,13,Enterprise,
TEL-00558,gruponexus.com.br,2024-01-27,54,206,1.089,284,1821,21,starter,CUST-0402
TEL-00559,orbitdigital.com.br,2024-06-08,4,21,0.41,476,647,20,Enterprise,CUST-0404
TEL-00560,acmecorp.com.br,2024-08-10,48,431,0.492,200,532,27,Growth,
TEL-00561,bluepath.com.br,2024-10-26,53,180,1.101,347,,16,GROWTH,CUST-0419
TEL-00562,acmecorp.com.br,2024-10-19,56,333,0.669,453,577,25,Enterprise,
TEL-00563,gruponexus.com.br,2024-07-13,49,363,1.305,337,135,7,Growth,
TEL-00564,gridsoft.com.br,2024-07-20,12,84,0.873,156,1231,3,Business,
TEL-00565,innova.com.br,2025-01-11,24,166,0.297,171,135,18,growth,CUST-0416
TEL-00566,polare.com.br,2024-12-14,49,308,0.673,499,1022,26,Business,
TEL-00567,corelogic.com.br,2024-10-19,19,131,0.857,292,1617,12,Growth,CUST-0414
TEL-00568,skyops.com.br,2025-01-04,38,270,0.81,600,937,0,Business,
TEL-00569,connectwave.com.br,2024-06-01,43,206,0.599,440,1445,26,BUSINESS,
TEL-00570,polare.com.br,2024-11-16,52,489,0.665,59,1284,25,Growth,CUST-0409
TEL-00571,gridsoft.com.br,2024-04-27,29,97,0.279,2,1588,16,Growth,CUST-0417
TEL-00572,acmecorp.com.br,2024-05-04,53,437,0.732,326,423,20,enterprise plan,CUST-0400
TEL-00573,bluepath.com.br,2024-06-01,51,181,0.52,566,346,29,Starter,
TEL-00574,mindbox.com.br,2024-07-13,19,161,0.611,321,1859,21,Business,CUST-0411
TEL-00575,polare.com.br,2024-08-24,22,101,0.887,224,802,20,BUSINESS,CUST-0409
TEL-00576,connectwave.com.br,2024-01-27,1,7,0.882,588,667,1,Enterprise,
TEL-00577,connectwave.com.br,2024-05-11,16,112,0.907,308,340,24,Starter,CUST-0407
TEL-00578,gridsoft.com.br,2024-11-16,42,195,0.299,270,816,16,Growth,
TEL-00579,innova.com.br,2024-06-22,36,304,0.694,506,532,15,Business,CUST-0416
TEL-00580,gridsoft.com.br,2024-06-15,22,72,0.536,88,614,9,starter,CUST-0417
TEL-00581,rushflow.com.br,2024-01-27,18,60,0.698,224,154,3,Growth Plan,
TEL-00582,zentra.com.br,2024-02-17,46,377,0.975,141,1709,23,Growth Plan,CUST-0412
TEL-00583,gruponexus.com.br,2024-06-22,41,267,0.977,47,303,1,Starter,CUST-0402
TEL-00584,mindbox.com.br,2024-12-21,29,156,0.859,0,508,17,Starter,CUST-0411
TEL-00585,bluepath.com.br,2024-02-03,56,270,0.992,320,1563,23,GROWTH,
TEL-00586,verticetech.com.br,2024-06-29,16,121,0.98,51,1831,13,Business,CUST-0403
